,_id,token,contexts,context_count,remarks
10,62f0e7c67b1fd5ee07267abc,ain,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'adjective', 'offensive': False, 'stems': ['ain'], 'sentence_usage': [], 'sense': ['{bc}{sx|own||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'geographical name', 'offensive': False, 'stems': ['Ain'], 'sentence_usage': [], 'sense': ['river 120 miles (195 kilometers) long in eastern France rising in the Jura Mountains and flowing south-southwest into the Rhône River'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 3, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['a drop in the bucket', 'at the drop of a hat', 'drop', 'drop in the bucket', 'drops', 'drops in the bucket'], 'sentence_usage': ['a {wi}drop{/wi} of rain', 'eye {wi}drops{/wi} for dilating the pupil of the eye', 'not a {wi}drop{/wi} of meanness in her', ""hasn't touched a {wi}drop{/wi} of alcohol in three years"", 'sucking on lemon {wi}drops{/wi}', 'a sudden, short {wi}drop{/wi} in an elevator', 'His income took a sudden {wi}drop{/wi}.', 'a {wi}drop{/wi} in demand', 'left the package at the {wi}drop{/wi}', ""It's a twenty-foot {wi}drop{/wi} from the top of the fence."", 'a steep {wi}drop{/wi}', 'a quick {wi}drop{/wi}'], 'sense': ['{bc}the quantity of fluid that falls in one spherical mass ', '{bc}a dose of medicine measured by drops ', '{bc}a {d_link|minute|minute:2} quantity or degree of something nonmaterial or intangible ', '{bc}a small quantity of drink ', '{bc}the smallest practical unit of liquid measure', '{bc}a {d_link|pendent|pendent} ornament attached to a piece of jewelry', '{bc}a small globular cookie or candy ', '{bc}the act or an instance of {d_link|dropping|drop:2} {bc}{sx|fall||} ', '{bc}a decline in quantity or quality ', '{bc}a descent by {d_link|parachute|parachute:1}', '{bc}a place or central {d_link|depository|depository} to which something (such as mail, money, or stolen property) is brought for distribution or transmission ', '{bc}the distance from a higher to a lower level or through which something drops ', '{bc}a decrease in electric potential {dx_def}see {dxt|potential:2||2b}{/dx_def}', '{bc}a slot into which something is to be dropped', '{bc}a movable plate that covers the keyhole of a lock', '{bc}an unframed piece of cloth stage scenery', '{bc}a hinged platform on a {d_link|gallows|gallows:1}', '{bc}a fallen fruit', '{bc}the advantage of having an opponent covered {dx_def}see {dxt|cover:1||1b(2)}{/dx_def} with a firearm', '{bc}a move back from the {d_link|line of scrimmage|line of scrimmage} (as in preparation for making a {d_link|forward pass|forward pass}) '], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 4, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['a feather in her cap', 'a feather in his cap', 'a feather in its cap', 'a feather in my cap', ""a feather in one's cap"", 'a feather in our cap', 'a feather in our caps', 'a feather in their cap', 'a feather in their caps', 'a feather in your cap', 'a feather in your caps', 'feather', 'featherless', 'feathers', ""feathers in one's cap"", 'feathers in our caps', 'feathers in their caps', 'feathers in your caps'], 'sentence_usage': ['birds of a {wi}feather{/wi} flock together', 'woke up in fine {wi}feather{/wi}', 'some {wi}feathers{/wi} had been ruffled'], 'sense': ['{bc}any of the light, horny, epidermal outgrowths that form the external covering of the body of birds ', '{bc}{sx|plume||2a}', '{bc}the vane of an arrow', '{bc}{sx|plumage||}', '{bc}{sx|kind||}, {sx|nature||} ', '{bc}{sx|attire||}, {sx|dress||}', '{bc}{sx|condition||}, {sx|mood||} ', '{bc}{sx|composure||} ', '{bc}{sx|feathering||2}', '{bc}a projecting strip, rib, fin, or flange', '{bc}a {a_link|feathery} flaw in the eye or in a precious stone', '{bc}the act of {a_link|feathering} an oar'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 5, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['a fly in the ointment', 'flies', 'flies in the ointment', 'fly', 'fly in the ointment', 'on the fly', 'the fly in the ointment'], 'sentence_usage': [], 'sense': ['{bc}a winged insect ', '{bc}any of a large order (Diptera) of winged or rarely wingless insects (such as the housefly, mosquito, or gnat) that have the anterior wings functional, the posterior wings reduced to halteres, and segmented often headless, eyeless, and legless larvae {dx}compare {dxt|maggot||}{/dx}', '{bc}a large stout-bodied fly', '{bc}a fishhook dressed (as with feathers or tinsel) to suggest an insect'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 6, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['a foot in the door', 'at her feet', 'at his feet', 'at its feet', 'at my feet', ""at one's feet"", 'at our feet', 'at their feet', 'at your feet', 'feet', 'feet in the door', 'foot', 'foot in the door', 'foots', 'off her feet', 'off his feet', 'off its feet', 'off my feet', ""off one's feet"", 'off our feet', 'off their feet', 'off your feet', 'on foot', 'on her feet', 'on his feet', 'on its feet', 'on my feet', ""on one's feet"", 'on our feet', 'on their feet', 'on your feet', 'to her feet', 'to his feet', 'to its feet', 'to my feet', ""to one's feet"", 'to our feet', 'to their feet', 'to your feet'], 'sentence_usage': ['Each line of the poem contains five {it}feet{/it}.', 'fleet of {wi}foot{/wi}', 'showed early {wi}foot{/wi}', 'the {wi}foot{/wi} of the hill', 'the {wi}foot{/wi} of the bed'], 'sense': ['{bc}the terminal part of the vertebrate {dx_def}see {dxt|vertebrate:1||}{/dx_def} leg upon which an individual stands', '{bc}an {d_link|invertebrate|invertebrate} organ of locomotion or attachment', '{bc}any of various units of length based on the length of the human foot', '{bc}the basic unit of verse meter consisting of any of various fixed combinations or groups of stressed and unstressed or long and short syllables ', '{bc}motion or power of walking or running {bc}{sx|step||} ', '{bc}{sx|speed||}, {sx|swiftness||} ', '{bc}the lower end of the leg of a chair or table', '{bc}the basal portion of the {d_link|sporophyte|sporophyte} in mosses', '{bc}a specialized outgrowth by which the embryonic sporophyte especially of many {d_link|bryophytes|bryophyte} absorbs nourishment from the {d_link|gametophyte|gametophyte}', '{bc}a piece on a sewing machine that presses the cloth against the feed', '{bc}{sx|infantry||}', '{bc}the lower edge (as of a sail)', '{bc}the lowest part {bc}{sx|bottom||} ', '{bc}the end that is lower or opposite the head ', '{bc}the part (as of a stocking) that covers the foot', '{bc}material deposited especially in aging or refining {bc}{sx|dregs||}', '{bc}{sx|footlights||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 7, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['a shot', 'a shot in the arm', 'a shot in the dark', 'like a shot', 'shot', 'shot in the arm', 'shot in the dark', 'shots', 'shots in the arm', 'shots in the dark', 'the shot in the arm', 'the shot in the dark'], 'sentence_usage': ['has the best {wi}shot{/wi} on the team', 'give it a {wi}shot{/wi}', 'a {wi}shot{/wi} at winning the prize', 'did a guest {wi}shot{/wi} for the program', 'vodka {wi}shots{/wi}', 'a {wi}shot{/wi} of espresso', 'a {wi}shot{/wi} of fertilizer', 'a {wi}shot{/wi} of humor'], 'sense': ['{bc}an action of shooting', '{bc}a directed propelling of a missile', '{bc}a stroke or throw in an attempt to score points in a game (such as tennis, pool, or basketball)', '{bc}ability to shoot ', '{bc}{sx|blast||5a}', '{bc}a medical or narcotics injection', '{bc}something propelled by shooting', '{bc}a metal sphere of iron or brass that is heaved in the shot put', '{bc}the distance that a missile is or can be thrown', '{bc}{sx|range||}, {sx|reach||}', '{bc}a charge to be paid {bc}{sx|scot|scot|}', '{bc}one that shoots', '{bc}{sx|attempt||}, {sx|try||} ', '{bc}{sx|guess||}, {sx|conjecture||}', '{bc}{sx|chance||4a} ', '{bc}a single appearance as an entertainer ', '{bc}an effective remark', '{bc}a single photographic exposure', '{bc}a single sequence of a motion picture or a television program shot by one camera without interruption', '{bc}a charge of explosives', '{bc}a small measure or serving (such as one ounce) of undiluted liquor or other beverage ', '{bc}a small amount applied at one time {bc}{sx|dose||} ', '{bc}{sx|sprinkles||}, {sx|jimmies||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 8, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['a stab in the back', 'stab', 'stab in the back', 'stabbed', 'stabbed in the back', 'stabber', 'stabbers', 'stabbing', 'stabbing in the back', 'stabs', 'stabs in the back', 'the stab in the back'], 'sentence_usage': [], 'sense': ['{bc}to wound or pierce by the thrust of a pointed object or weapon', '{bc}{sx|thrust||}, {sx|drive||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 9, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['a straw in the wind', 'straw', 'straw in the wind', 'strawier', 'strawiest', 'straws', 'straws in the wind', 'strawy'], 'sentence_usage': ['clutching at {wi}straws{/wi}'], 'sense': ['{bc}stalks of grain after threshing', '{bc}a natural or artificial heavy fiber used for weaving, plaiting, or braiding', '{bc}a dry coarse stem especially of a cereal grass', '{bc}something of small worth or significance', '{bc}something too insubstantial to provide support or help in a desperate situation ', '{bc}{sx|chaff||2}', '{bc}something (such as a hat) made of straw', '{bc}a tube (as of paper, plastic, or glass) for sucking up a beverage', '{bc}{sx|straw yellow||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 10, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['leave a bad taste in her mouth', 'leave a bad taste in his mouth', 'leave a bad taste in my mouth', 'leave a bad taste in their mouths', 'leaves a bad taste in her mouth', 'leaves a bad taste in his mouth', 'leaves a bad taste in my mouth', 'leaves a bad taste in their mouths', 'leaving a bad taste in her mouth', 'leaving a bad taste in his mouth', 'leaving a bad taste in my mouth', 'leaving a bad taste in their mouths', 'left a bad taste in her mouth', 'left a bad taste in his mouth', 'left a bad taste in my mouth', 'left a bad taste in their mouths', 'taste', 'tastes'], 'sentence_usage': ['The way we were treated {phrase}left a bad taste in my mouth{/phrase} {gloss}=made me feel disgusted, bitter, etc.{/gloss}'], 'sense': ['{bc}the special sense that perceives and distinguishes the sweet, sour, bitter, salty, or umami quality of a dissolved substance and is mediated by taste buds on the tongue', '{bc}the objective sweet, sour, bitter, salty, or umami quality of a dissolved substance as perceived by the sense of taste', '{bc}a sensation obtained from a substance in the mouth that is typically produced by the stimulation of the sense of taste combined with those of touch and smell {bc}{sx|flavor||}', '{bc}the distinctive quality of an experience ', '{bc}a small amount {a_link|tasted}', '{bc}a small amount {bc}{sx|bit||}', '{bc}the act of {a_link|tasting}', '{bc}individual preference {bc}{sx|inclination||}', '{bc}critical judgment, discernment, or appreciation', '{bc}manner or aesthetic quality indicative of such discernment or appreciation', '{bc}{sx|test||}'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",10,testing/debugging stage - wyxl
11,62f0e7c67b1fd5ee07267abd,quarantine,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['quarantine', 'quarantines'], 'sentence_usage': [], 'sense': ['{bc}a period of 40 days', '{bc}a term during which a ship arriving in port and suspected of carrying contagious disease is held in isolation from the shore', '{bc}a regulation placing a ship in quarantine', '{bc}a place where a ship is detained during quarantine', '{bc}a restraint upon the activities or communication of persons or the transport of goods designed to prevent the spread of disease or pests', '{bc}a place in which those under quarantine are kept', '{bc}a state of enforced isolation'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['quarantine', 'quarantined', 'quarantines', 'quarantining'], 'sentence_usage': ['{wi}quarantine{/wi} an aggressor'], 'sense': ['{bc}to detain in or exclude by quarantine', '{bc}to isolate from normal relations or communication '], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 3, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['self-quarantine', 'self-quarantined', 'self-quarantines', 'self-quarantining'], 'sentence_usage': ['As the coronavirus spreads across the country, thousands of people who may have been exposed to the virus through travel abroad or contact with an infected person have been asked to {wi}self-quarantine{/wi} for two weeks to help contain the outbreak.', 'Senator Ted Cruz (R-TX) announced on Sunday evening that he will be {wi}self-quarantining{/wi} at home in Texas after learning that he had a {ldquo}brief conversation and a handshake{rdquo} with someone at the Conservative Political Action Conference who later tested positive for the coronavirus.'], 'sense': [""{bc}to refrain from any contact with other individuals for a period of time (such as two weeks) during the outbreak of a contagious disease usually by remaining in one's home and limiting contact with family members ""], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",3,testing/debugging stage - wyxl
12,62f0e7c67b1fd5ee07267abe,tutor,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['tutor', 'tutored', 'tutoring', 'tutors'], 'sentence_usage': [], 'sense': ['{bc}to teach or guide usually individually in a special subject or for a particular purpose {bc}{sx|coach||}', '{bc}to have the guardianship, tutelage, or care of'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
13,62f0e7c67b1fd5ee07267abf,backswing,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['backswing', 'backswings'], 'sentence_usage': [], 'sense': ['{bc}the movement of a club, racket, bat, or arm {a_link|backward} to a position from which the forward or downward swing is made'], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'idiom', 'offensive': False, 'stems': ['be (back) in the swing of things', 'be back in the swing of things', 'be in the swing of things', 'got into the swing of', 'in the swing of', 'in/into the swing of', 'into the swing of'], 'sentence_usage': ['After a while, she {phrase}got into the swing of{/phrase} her new job.', ""I've been away on vacation but I should {phrase}be (back) in the swing of things{/phrase} in a few days.""], 'sense': ['{bc}fully involved and comfortable with (a regular activity, process, etc.) '], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",2,testing/debugging stage - wyxl
14,62f0e7c67b1fd5ee07267ac0,rebalance,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['rebalance', 'rebalanced', 'rebalances', 'rebalancing'], 'sentence_usage': ['… presents a detailed diet plan to {wi}rebalance{/wi} the hormone systems and speed up metabolism.', 'British historians have published many books in recent years that seek to {wi}rebalance{/wi} our view of World War II to give just prominence to the Eastern Front.', ""But Kuwait's oil minister, Issam Almarzooq told Bloomberg Sunday, that the production cuts could end before 2019 if the oil market {wi}rebalances{/wi}."", 'Managers {wi}rebalance{/wi} their portfolios to stay true to their pre-determined mix.', ""The stock portion of your investments has probably done very well. But have you {wi}rebalanced{/wi} recently so you're not too stock heavy?""], 'sense': ['{bc}to restore {d_link|balance|balance:1} to or adjust the balance of (something) {bc}to {d_link|balance|balance:2} (something) again ', '{bc}to become {d_link|balanced|balanced:1} again ', '{bc}to buy and sell assets of (an investment portfolio) in order to regain a desired allocation of those assets '], 'word_source': 'MW', 'remark': 'winnie testing 123'}, {'context_no': 2, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['rebalance', 'rebalances'], 'sentence_usage': ['a {wi}rebalance{/wi} of power', 'a {wi}rebalance{/wi} of a stock portfolio', '… will do whatever is necessary to force a {wi}rebalance{/wi} in trade relations.'], 'sense': ['{bc}an act or instance of {d_link|rebalancing|rebalance:1} '], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",2,testing/debugging stage - wyxl
15,62f0e7c67b1fd5ee07267ac1,Swahili,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['Swahili', 'Swahilis'], 'sentence_usage': [], 'sense': ['{bc}a member of a Bantu-speaking people of Zanzibar and the adjacent coast', '{bc}a Bantu language that is a trade and governmental language over much of East Africa and in the Congo region'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
16,62f0e7c67b1fd5ee07267ac2,sturgeon,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['sturgeon', 'sturgeons'], 'sentence_usage': [], 'sense': ['{bc}any of a family (Acipenseridae) of usually large elongate anadromous or freshwater bony fishes which are widely distributed in the north temperate zone and whose roe is made into caviar'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
17,62f0e7c77b1fd5ee07267ac3,optimisation,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'noun', 'offensive': False, 'stems': ['optimisation', 'optimisations', 'optimise', 'optimised', 'optimises', 'optimising', 'optimization', 'optimize'], 'sentence_usage': [], 'sense': [], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
18,62f0e7c77b1fd5ee07267ac4,soak,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'verb', 'offensive': False, 'stems': ['soak', 'soaked', 'soaker', 'soakers', 'soaking', 'soaks'], 'sentence_usage': [], 'sense': ['{bc}to lie immersed in liquid (such as water) {bc}become saturated by or as if by immersion', '{bc}to enter or pass through something by or as if by pores or interstices {bc}{sx|permeate||}', '{bc}to penetrate or affect the mind or feelings ', '{bc}to drink alcoholic beverages intemperately'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
19,62f0e7c77b1fd5ee07267ac5,Mozambiqueg,"[{'context_no': 1, 'language': 'en', 'pos_tag': 'geographical name', 'offensive': False, 'stems': ['Mocambique', 'Mozambican', 'Mozambique', 'Portuguese East Africa'], 'sentence_usage': [], 'sense': ['channel of the Indian Ocean 950 miles (1529 kilometers) long in southeastern Africa between Madagascar and Mozambique', 'country in southeastern Africa bordering on Mozambique Channel; a republic, until 1975 a dependency of Portugal; capital Maputo {it}area{/it} 308,642 square miles (799,380 square kilometers), {it}population{/it} 27,234,000'], 'word_source': 'MW', 'remark': 'winnie testing 123'}]",1,testing/debugging stage - wyxl
